sex,year,sido,height_2016,weight_2016,waist_2016,sight_left_2016,sight_right_2016,hearing_left_2016,hearing_right_2016,SBP_2016,RPBP_2016,cholesterol_2016,triglycerides_2016,HDL_2016,LDL_2016,blood_pigment_2016,urine_protein_2016,serum_creatinine_2016,AST_2016,ALT_2016,gamma_gtp_2016,smoking_2016,oral_inspection_2016,target,stress_percentage,smoke_percentage,alcohol_percentage,health_percentage,pressure_percentage
2,5,47,156.7989425,56.34920371,75.43709697,1.012995343,1.016588485,1.009739587,1.010667245,117.4818139,73.24811949,194.2121139,100.9752617,62.20763097,113.059733,12.73529141,1.076383122,0.734262213,21.30170792,18.33715275,20.96436834,1.075402713,0.273317105,0.032681198,1.218176596,0.262376498,0.267061792,1.265029542,0.58097653
2,5,48,157.176911,56.63811089,75.08069241,1.012922151,1.008651554,1.007408354,1.006638041,115.9604151,72.67510832,195.6647506,98.25509054,64.26564361,114.62543,12.7217249,1.070536749,0.707126244,21.88503194,19.25559128,21.17488154,1.067942313,0.297576179,0.031360632,1.683965478,0.362700257,0.369177047,1.748733381,0.803121997
2,5,49,156.4701059,56.77845892,77.27875311,0.90421169,0.903250404,1.007249223,1.005774297,115.6711471,73.32535442,197.6225929,86.21312009,61.01474582,119.2854258,12.94151151,1.074666768,0.713371442,20.65528624,18.31966724,21.30690001,1.10614102,0.498562841,0.020305083,0.318808152,0.068666371,0.069892556,0.331070004,0.152046965
2,6,11,154.7070237,55.86269649,77.47861905,0.888797386,0.886329789,1.021635709,1.021319307,120.5190827,75.16946035,209.4695301,112.6311286,61.70849233,125.236064,13.28569759,1.081382486,0.744895376,24.88707029,22.35367971,25.35580951,1.077594711,0.388047009,0.053040551,4.561952924,1.372451939,0.947185141,4.987219722,5.953735172
2,6,26,154.8850108,55.91658742,76.70487639,0.877178884,0.875239304,1.024228974,1.022357319,119.0302118,73.66018553,212.7858349,113.1412485,61.12661961,129.4302335,13.17173022,1.066560945,0.744755884,25.7876035,23.39796025,26.14810451,1.065262235,0.367131026,0.058673446,1.803493309,0.542576377,0.374454119,1.971615566,2.353711606
2,6,27,154.5641092,55.49702123,77.08276716,0.892976489,0.88315579,1.026728259,1.026238746,120.3723314,74.79879706,209.0782224,115.2246041,60.1646212,125.9052179,13.19987486,1.0552049,0.743523356,25.10781844,22.73689239,24.89954343,1.064332399,0.281055212,0.057121484,1.217370812,0.366242914,0.252759194,1.330854532,1.588772077
2,6,28,154.3373919,56.3429455,77.9476983,0.912557374,0.898403876,1.019949941,1.018539756,120.9042202,75.75441334,209.4965042,120.3649285,59.8972553,125.5674588,13.28581689,1.07438442,0.765074719,25.56618583,23.45468579,27.26363814,1.097799108,0.451203637,0.06729754,1.39855462,0.420751602,0.290377866,1.528928356,1.825232301
2,6,29,155.0020276,56.68259101,76.74283228,0.90722398,0.908807935,1.030550689,1.026859105,119.1229421,74.95427829,206.0271145,116.5784494,57.91262446,124.9095162,13.15386569,1.044469377,0.762396094,25.28404362,23.72945321,26.15660142,1.049415646,0.373339291,0.060612694,0.637395809,0.191758909,0.132340655,0.696814063,0.831855548
2,6,30,155.0959446,55.8884912,77.43116697,0.895176434,0.896637669,1.022898304,1.022167518,120.9191348,75.43186545,207.2288612,118.8750147,59.83054445,123.7113536,13.155138,1.079145849,0.740983703,25.16247627,22.86269262,24.29615859,1.077068227,0.447245402,0.05294121,0.683790365,0.205716593,0.141973423,0.747533534,0.892404374
2,6,31,154.8274065,56.44997496,77.93616506,0.858478672,0.868675128,1.026131871,1.027497408,120.8421682,74.88057451,207.6248486,116.302851,60.00977859,124.4054382,13.14401797,1.065780108,0.734335301,25.15912352,22.72737569,25.83193326,1.06926915,0.490717638,0.059754013,0.561232638,0.168845412,0.116527116,0.613550935,0.732456155
2,6,41,154.5588528,56.21484811,77.65999395,0.906932964,0.905985699,1.015806575,1.015607914,120.7656205,75.15761019,208.2102491,118.7122447,60.42739828,124.3986389,13.29541655,1.073339559,0.73976951,25.1315649,23.03562082,26.2875021,1.085619893,0.329668345,0.062373275,5.522155551,1.661326458,1.146549246,6.036932764,7.206880974
2,6,42,154.0302503,57.0315907,77.97459305,0.905598394,0.906069986,1.023455346,1.024534094,122.7860322,76.41029808,204.3811835,120.3182416,58.80358578,121.5321304,13.38095121,1.056385224,0.735246104,25.15485517,23.24090784,27.17838236,1.081110831,0.302187367,0.066596515,0.756112777,0.227474607,0.156989517,0.826597867,0.986791252
2,6,43,153.8867221,56.26491243,78.03537435,0.923135311,0.917104862,1.022803767,1.019005126,121.6281992,76.61597323,206.3598359,122.5210161,59.9271971,122.1998635,13.36639787,1.059108561,0.770520378,25.45265589,23.61454932,27.64186283,1.084828593,0.44217017,0.075539271,0.728766254,0.219247475,0.151311637,0.796702091,0.951101721
2,6,44,154.1564689,56.67927728,78.58891632,0.935321375,0.929485727,1.014001322,1.016936374,122.0531786,76.10909298,208.0184436,122.333519,59.60916485,124.2159848,13.32507251,1.064448095,0.72427138,25.58781895,23.45892865,25.49062433,1.082514354,0.301671011,0.07078524,0.879028044,0.264453352,0.18251006,0.960971336,1.147206091
2,6,45,154.216834,56.61025123,78.00931175,0.943912733,0.942104871,1.01770009,1.013157716,120.9831278,75.72355585,209.1546435,122.9560451,57.88053109,126.7518844,13.16829836,1.051287151,0.765806808,25.54831673,23.79301343,25.19753418,1.053378408,0.417135984,0.066064069,0.831520488,0.250160825,0.172646203,0.90903511,1.085204705
2,6,46,154.4932164,57.45484425,78.51284459,0.917877933,0.914799334,1.023023512,1.022348379,122.3459766,76.23249669,209.6295602,122.8755354,57.85571715,127.3375581,13.11921402,1.046927887,0.759242278,26.08509819,24.43091496,25.94344127,1.044595369,0.286759776,0.074456455,0.843959647,0.253903114,0.17522891,0.922633852,1.101438862
2,6,47,154.3830975,56.04320253,77.87529991,0.916881168,0.908880155,1.029559409,1.028134005,121.700026,75.13314538,208.0433456,120.1439927,59.12726719,125.290264,13.19734824,1.057863609,0.724335188,25.18463262,23.03105372,25.28538434,1.057912072,0.226679647,0.065019445,1.276152607,0.383927267,0.264963889,1.395115985,1.6654873
2,6,48,154.7208379,56.20786184,77.33266673,0.90911903,0.902322603,1.022642711,1.02250221,119.9793326,74.5726855,210.2991528,115.721962,62.66971434,127.0073723,13.14261954,1.06723102,0.712748623,25.77221581,23.59218344,25.36192362,1.056345954,0.254921228,0.066805281,1.552634088,0.467106018,0.322368942,1.697371164,2.026319064
2,6,49,154.3084623,56.53649274,79.08967945,0.857059062,0.845534202,1.013947112,1.0175034,121.4873097,75.87264657,212.2090764,100.2088917,60.52170697,131.5634377,13.43246418,1.078499258,0.7240671,24.23125227,23.15623852,25.46267053,1.07760937,0.433010696,0.044172295,0.270189816,0.081285919,0.056098733,0.295377002,0.352620607
2,7,11,152.425943,55.81548836,80.60967543,0.769779978,0.773635635,1.048082589,1.047003881,125.9225821,75.94519566,201.1349881,120.7414945,58.82417012,118.1776432,13.2677386,1.091328063,0.754831022,25.96374614,22.79902032,24.97437032,1.049832031,0.388126732,0.095852308,5.223968435,0.816245068,0.18365514,4.060819213,9.427630535
2,7,26,152.3321515,55.87185965,79.90687714,0.764856906,0.755915789,1.056159069,1.052828027,123.4105362,74.75210258,207.4254246,121.1568402,57.51513992,125.8403553,13.10517798,1.091095749,0.76552551,26.32929411,23.3084419,25.89096291,1.055069724,0.360677873,0.101632976,2.201342643,0.343959788,0.077390952,1.711199945,3.972735551
2,7,27,152.0185293,55.4057065,80.20226515,0.763740305,0.76416295,1.065923991,1.065135549,126.1060131,75.92535778,203.4826601,126.8444977,56.66320527,121.3527183,13.16120965,1.065688937,0.78682871,25.99223311,22.78822469,24.53675069,1.043191132,0.314292474,0.096792936,1.319898931,0.206234208,0.046402697,1.026015185,2.382005102
2,7,28,151.837139,56.28192582,81.09415375,0.800036027,0.787783775,1.044219384,1.048554,126.186821,76.32453888,201.1070746,128.0095246,58.27184015,118.6959514,13.19519099,1.090494611,0.802260632,26.49302863,23.39402315,26.69971929,1.070921983,0.400281769,0.100399756,1.279398784,0.19990606,0.044978864,0.994532649,2.308914993
2,7,29,152.4888593,56.41706964,79.50861039,0.770021083,0.76618343,1.055046111,1.059891619,125.7307957,76.85409058,197.5036827,123.3884139,54.61839507,118.3289407,13.14494633,1.041750241,0.774602062,25.70471546,23.01563953,24.2816104,1.025764425,0.405886384,0.098909368,0.654604211,0.102281908,0.023013429,0.508852492,1.181356037
2,7,30,152.0844943,55.59087636,80.45905679,0.764424821,0.764197995,1.058474852,1.053533429,126.5973216,76.64535721,198.6044708,124.6262713,56.75588397,117.0266647,13.13180162,1.094414258,0.777180962,26.43815291,23.2281748,24.36685479,1.066828329,0.45009645,0.096416763,0.680605517,0.106344612,0.023927538,0.529064445,1.228280269
2,7,31,152.1803486,56.37997288,81.58546733,0.729652639,0.730478513,1.07916247,1.070024857,125.6753102,75.76274457,202.0605082,123.0906264,57.23929796,121.2496854,13.07883233,1.073370937,0.767292815,26.25485548,23.62569923,25.15805524,1.054817191,0.502978918,0.100936205,0.492071987,0.076886248,0.017299406,0.382509084,0.888036164
2,7,41,152.0874406,56.32521635,81.11356437,0.794660761,0.795177365,1.037736909,1.039289959,125.729396,75.78763997,201.2751035,126.0286759,57.46419452,118.8402034,13.28112926,1.091598906,0.763465436,26.08512866,23.28139619,25.61446503,1.062505594,0.292288468,0.096047313,5.19446807,0.811635636,0.182618018,4.037887289,9.374391596
2,7,42,151.3900261,56.75573746,81.10708759,0.819531051,0.826518207,1.054288001,1.057325812,128.2292791,77.18492656,196.8347019,126.8679813,56.24799968,115.4441705,13.34169524,1.068759447,0.75952367,26.45396682,23.69038748,25.76839271,1.050059079,0.274988565,0.107180337,0.86193792,0.1346778,0.030302505,0.670022055,1.55552859
2,7,43,151.2822284,55.86722056,81.61539741,0.799272883,0.787833861,1.048332449,1.047622918,126.7843657,77.25667502,199.6897312,128.0449956,56.7789035,117.4892105,13.21856716,1.066725984,0.78625568,26.39609739,23.53433331,25.93005038,1.051584737,0.33803658,0.106600508,0.796751053,0.124492352,0.028010779,0.619349451,1.437886666
2,7,44,151.4293228,55.98586509,81.90937453,0.773020437,0.793908819,1.035764232,1.039756795,127.6060904,76.95010354,198.8119366,132.2753395,55.67740087,116.9071614,13.21883148,1.076727639,0.740195376,26.2339778,23.04639632,23.84967239,1.047598112,0.232258284,0.101020166,1.064013363,0.166252088,0.03740672,0.827104138,1.920211616
2,7,45,151.5075551,56.02594238,81.06832533,0.828094742,0.821927049,1.057035586,1.053805222,126.3272604,76.88757613,202.8892169,132.550462,55.08224055,121.160899,13.02091717,1.048794844,0.760409153,26.05067141,23.00796996,25.29388297,1.023395347,0.400714565,0.110245869,1.055062733,0.164853552,0.037092049,0.820146421,1.904058526
2,7,46,151.9690998,56.93882599,81.81988221,0.77392955,0.778172127,1.050184116,1.051148604,127.726703,77.72769676,201.8619143,132.3216356,54.87135573,120.5635889,12.97206439,1.046211942,0.761513266,26.64822967,24.24392329,25.79513043,1.016127002,0.213311399,0.114873607,1.106195405,0.172843032,0.038889682,0.859894084,1.99633702
2,7,47,151.5564621,55.93057984,81.36430438,0.783377926,0.795700049,1.059130192,1.061580739,126.6097655,76.29494834,200.8562366,128.7447022,55.96752329,119.1354259,13.09293172,1.067701958,0.729038372,26.23184979,23.0441292,24.79545817,1.050486513,0.168545019,0.093318342,1.592110208,0.24876722,0.055972625,1.23761692,2.873261391
2,7,48,152.216471,55.85003968,80.24581649,0.78545303,0.783609144,1.062290847,1.059166374,125.2776036,76.22009322,203.7169824,124.8430437,58.67506001,123.807169,12.99800116,1.063961607,0.732619197,26.49246077,23.69310409,25.14786468,1.054726024,0.228298302,0.094391866,1.703838413,0.266224752,0.059900569,1.324468141,3.074895886
2,7,49,152.0743506,56.33814935,81.14287338,0.751211039,0.714352273,1.035243506,1.027905844,125.9853247,77.08204545,202.3501786,109.391526,56.33418831,123.9276136,13.39099188,1.056141855,0.761590909,25.53660714,23.14970779,23.68845779,1.060438312,0.350405844,0.074821429,0.291340109,0.045521892,0.010242426,0.226471413,0.525777853
2,8,11,148.3650911,52.88605035,83.25618201,0.658207549,0.639325722,1.157138138,1.150370024,132.6209455,75.96874192,187.4671637,126.5203968,55.5595587,106.3756719,12.79763414,1.136355314,0.828670807,25.11969236,18.79403921,22.55943589,1.031969636,0.268075207,0.133368767,3.591958338,0.562795316,0.04965841,2.615342937,12.00078247
2,8,26,148.6347788,52.86566402,82.27160293,0.663812688,0.635718706,1.178550355,1.16885547,129.275282,75.80575908,197.1670533,127.3671465,54.96145603,116.7555489,12.63041718,1.132738362,0.857116474,25.35453987,19.27954519,25.64324234,1.030062209,0.225035807,0.13588162,1.53041765,0.239788941,0.021157848,1.114313312,5.113146528
2,8,27,147.7863561,51.31545896,81.56640401,0.616135178,0.644302734,1.168573092,1.180280877,130.9887337,75.59072124,191.1375083,128.3533306,54.99677219,110.3573986,12.55719198,1.106826526,0.814467134,24.56219465,18.32897816,24.57044057,1.052263966,0.190492819,0.116882265,0.995010599,0.155900278,0.013755907,0.724477763,3.324344168
2,8,28,148.3117104,52.62986518,83.06836997,0.691771131,0.628829742,1.158248183,1.157176714,131.8555932,76.2656448,189.642647,130.8263897,54.771885,108.4690762,12.73043094,1.160111806,0.846788773,25.3459494,19.12771347,24.36098642,1.03469399,0.250720716,0.128282828,0.983077704,0.154030608,0.013590936,0.715789296,3.2844762
2,8,29,147.4536787,52.21328136,82.10572614,0.666470347,0.65938577,1.152711938,1.155008228,128.7914377,76.00671954,186.210221,130.596447,51.75431178,108.3538873,12.56091774,1.068091274,0.832881501,24.90744779,19.00940326,23.49575894,1.016801292,0.254910425,0.158735504,0.521526885,0.08171389,0.007210049,0.379729253,1.742428533
2,8,30,147.8585616,52.34071421,82.82604052,0.610135946,0.624754393,1.166976565,1.170660098,132.6971925,76.34133191,189.0790709,133.9993631,53.91512594,108.2204326,12.68799211,1.139330705,0.808317696,24.76127261,18.54162296,24.16443177,1.033827688,0.261258709,0.137129945,0.516666476,0.080952351,0.007142855,0.376190337,1.726189838
2,8,31,147.4296803,51.13032643,82.21597824,0.570690838,0.617374815,1.191491364,1.222587325,130.1164368,76.34173282,193.5157154,132.0621367,52.67413092,114.727115,12.47708694,1.112713597,0.846323727,24.89888956,21.62598235,24.3131347,1.033558243,0.348162426,0.143620879,0.307303313,0.048148906,0.004248433,0.223750799,1.026704618
2,8,41,147.7106012,52.30219811,82.90640335,0.65905708,0.663823804,1.131066311,1.129595449,131.2498717,75.88299059,190.0956699,131.7512185,54.99004109,108.9731318,12.75108629,1.144363562,0.825973937,24.80523469,18.68062312,22.94268635,1.031780139,0.183384765,0.123953057,4.174053265,0.653999129,0.057705806,3.039172423,13.94556966
2,8,42,146.5890009,51.37562756,81.68045739,0.630698265,0.630339256,1.137202029,1.147262095,132.881102,77.82485271,188.0256214,129.9245665,53.04511785,108.9160865,12.86024007,1.105827421,0.846489742,24.43632888,18.17021019,23.0018693,1.020418479,0.156115887,0.113697445,0.895294564,0.140276568,0.012377344,0.651873461,2.991191515
2,8,43,146.3238374,50.08531828,81.81859559,0.610979319,0.628061186,1.121002103,1.135142405,130.9936827,78.28780317,193.6416756,139.5810711,53.91942474,111.6904412,12.58289005,1.103488715,0.842617449,24.29590108,17.7860964,21.93101069,1.036950465,0.173786063,0.121449106,0.80923282,0.126792239,0.011187551,0.589210993,2.703658038
2,8,44,146.5428193,50.35627746,81.9783659,0.659569443,0.589833764,1.119245343,1.127709904,130.5832134,77.54668227,193.620449,138.2868462,52.88036632,113.5470793,12.54710582,1.096067835,0.818148318,24.82407252,17.69285202,21.10373931,1.013876701,0.115924326,0.113374029,1.168349201,0.183059322,0.016152293,0.850687437,3.903470833
2,8,45,146.5264889,49.93903227,80.96013876,0.607498723,0.608627675,1.136689473,1.122013766,130.1677407,77.07086619,191.8978752,136.1548315,52.46569781,111.9918592,12.36389712,1.087743832,0.860144802,24.48493108,18.03043509,22.10745609,1.02045866,0.235061584,0.129898872,1.146687718,0.179665357,0.015852826,0.834915482,3.83109952
2,8,46,147.4683648,50.48210339,81.15136964,0.607042674,0.593510747,1.11102666,1.09812067,130.4270375,78.33752791,194.9325152,137.9033324,53.20844251,114.2172503,12.19016618,1.079273407,0.842357523,25.32114511,19.17265511,22.17466114,1.013931731,0.077895019,0.127690579,1.414453545,0.221619449,0.019554657,1.029878618,4.725708848
2,8,47,146.5835488,50.02956942,80.48032075,0.569785019,0.616139929,1.118117853,1.128764006,129.8810583,77.69963662,192.6808956,136.767935,54.03939585,111.1659783,12.4797343,1.126623085,0.802214227,24.08287801,17.97365331,21.11061843,1.029473304,0.05705097,0.111118816,1.6718599,0.261950399,0.023113271,1.217298913,5.585707038
2,8,48,147.4702927,50.47763796,79.93911415,0.584416887,0.590630284,1.124951667,1.133059182,129.5367706,77.21943075,194.6628944,126.7299901,54.69104861,115.3068424,12.29647551,1.106054926,0.800550419,25.58013428,18.61019846,23.18242626,1.050001965,0.104233929,0.099514924,1.600947945,0.25083977,0.022132921,1.165667167,5.348789218
2,8,49,148.292965,53.05192795,81.70705105,0.627564023,0.59962951,1.101899803,1.059751652,133.7866196,80.00707383,193.7377903,119.9394871,52.77591841,116.9460443,12.68356875,1.063028331,0.836352043,24.59811494,19.74730476,22.54978958,1.006516291,0.180414271,0.152386984,0.29585333,0.0463549,0.004090138,0.215413945,0.988450065
