sex,year,sido,height_2015,weight_2015,waist_2015,sight_left_2015,sight_right_2015,hearing_left_2015,hearing_right_2015,SBP_2015,RPBP_2015,cholesterol_2015,triglycerides_2015,HDL_2015,LDL_2015,blood_pigment_2015,urine_protein_2015,serum_creatinine_2015,AST_2015,ALT_2015,gamma_gtp_2015,smoking_2015,alcohol_2015,oral_inspection_2015,target,stress_percentage,smoke_percentage,alcohol_percentage,health_percentage,pressure_percentage
1,5,11,174.2426875,75.81617208,85.12233652,1.064435978,1.068575177,1.011530905,1.01132201,123.5082685,78.68391882,202.1266258,162.0926191,52.20560174,118.9659989,15.33807239,1.090708176,0.983170882,26.85906957,31.10767785,50.63573212,2.173336318,0.243548026,0.456646427,0.070100936,5.862394855,8.605695012,5.18596468,6.613983939,5.336282496
1,5,26,174.0798111,75.32027587,84.43726021,1.068177285,1.076268171,1.014664807,1.013658579,122.8728506,77.09671243,205.0656307,164.6321243,52.16991536,122.2021057,15.23037085,1.079631302,0.969290583,27.8742664,31.70648954,53.97560968,2.232559972,0.269371322,0.4096567,0.077221334,1.957711548,2.873820157,1.731821754,2.208700208,1.782019486
1,5,27,173.5567359,74.1696604,84.06155376,1.097481477,1.094535443,1.009629144,1.010761831,124.1476116,78.08202281,201.9720204,157.1699825,52.17161859,119.2417567,15.15923932,1.068556259,0.991717311,26.88938672,31.09716504,48.58251045,2.233244651,0.288226416,0.298160646,0.064510874,1.50325603,2.206702761,1.329803411,1.695981162,1.368348437
1,5,28,173.6020763,75.18056152,84.68518214,1.112471122,1.112716279,1.011742819,1.010074819,124.2184192,79.31292326,200.2999099,166.8394376,51.37001186,117.4967715,15.37366958,1.085873734,0.981815007,27.61861935,31.74609231,54.19287559,2.251093205,0.261483342,0.553737007,0.074562668,1.80129612,2.64421033,1.59345426,2.03223152,1.63964134
1,5,29,173.5010114,74.72575252,84.09458426,1.13747741,1.12845277,1.010901418,1.012552936,120.9997068,77.71615274,201.6739094,165.2395164,51.08496453,118.826917,15.24822786,1.054930073,0.976470639,27.31534347,31.97384403,53.4887768,2.156149046,0.277625523,0.375306374,0.081645861,0.893133727,1.31107451,0.790079836,1.007638051,0.8129807
1,5,30,173.9013414,74.93025522,84.0462209,1.112147099,1.11466655,1.012696847,1.014338413,123.8789195,79.60085306,201.0504671,163.6498072,52.10962967,117.9062781,15.22565539,1.071259307,0.976333631,27.04144823,31.69662486,48.03953503,2.128158557,0.276123345,0.523530039,0.063504683,0.928424453,1.362879485,0.821298554,1.047453229,0.84510431
1,5,31,173.710411,74.57730352,84.12427152,1.050412698,1.056992644,1.018508195,1.016426636,125.6650336,78.86625048,199.1404917,159.577579,52.30398697,117.3415596,15.19139115,1.080277455,0.941283456,25.90089624,29.02513357,50.07911279,2.248985676,0.215825913,0.696440186,0.067213834,0.743511974,1.09143745,0.657722131,0.838834022,0.676786541
1,5,41,173.7124252,75.33864707,84.84105521,1.103228003,1.102357494,1.00938601,1.009134359,123.3699623,78.42412923,201.6078226,165.6037627,51.838889,118.2759664,15.37974534,1.078708334,0.972547185,27.33530306,31.60181336,52.52359567,2.214712103,0.249946957,0.454609131,0.071476049,8.075187526,11.85396118,7.143435119,9.110467978,7.350491209
1,5,42,173.1945855,75.50501862,84.40872636,1.109253838,1.105616486,1.00742948,1.007364996,124.689027,79.0895875,200.6373207,165.3345729,52.12181354,117.225618,15.41139385,1.08584676,0.996803163,27.93771465,31.78736712,58.45532706,2.221811038,0.255966607,0.384338199,0.079709614,0.907315781,1.331893037,0.802625498,1.023638317,0.825890006
1,5,43,173.2816508,74.32336767,83.98725065,1.129067496,1.14004959,1.010582922,1.010762722,123.2962564,78.93098164,200.7290059,166.315322,52.96660334,116.4763769,15.38427576,1.060964731,0.976078078,27.68472253,31.15824977,54.05462231,2.237539183,0.255892065,0.557700581,0.074260251,0.944061799,1.385834308,0.835131592,1.065095363,0.859338304
