sex,year,sido,height_2013,weight_2013,waist_2013,sight_left_2013,sight_right_2013,hearing_left_2013,hearing_right_2013,SBP_2013,RPBP_2013,cholesterol_2013,triglycerides_2013,HDL_2013,LDL_2013,blood_pigment_2013,urine_protein_2013,serum_creatinine_2013,AST_2013,ALT_2013,gamma_gtp_2013,smoking_2013,alcohol_2013,oral_inspection_2013,target,stress_percentage,smoke_percentage,alcohol_percentage,health_percentage,pressure_percentage
1,5,11,164.2990084,64.64378981,84.94202376,0.867556546,0.870963977,1.046490808,1.042074559,127.3190405,77.99552206,189.3070916,136.252605,51.80679856,110.6884835,14.67768064,1.107911633,1.056808404,26.88097475,25.44471012,42.36593016,1.912342688,0.579946667,0.352282219,0.133388155,5.163602808,9.145864752,4.934956189,7.030883528,5.430357197
1,5,26,164.5406198,64.37331085,84.48962999,0.835089264,0.850054584,1.08519713,1.078996814,125.6497267,76.78926328,192.4385625,136.6836421,50.53706374,115.0253987,14.46330568,1.104717183,1.013709982,27.38126496,25.949592,45.70845064,1.95774526,0.556969087,0.325896916,0.136375675,1.721659423,3.049433664,1.645423581,2.344252129,1.810601238
1,5,27,164.3352831,63.83001656,84.53435513,0.831788353,0.840680392,1.063961591,1.063364184,127.4802391,77.44166614,189.4241171,139.9673602,51.33380186,110.3927531,14.38918508,1.073013735,0.96904798,26.89321419,24.94439487,40.76210973,1.945351427,0.519371605,0.246245491,0.129425274,1.329202697,2.35430736,1.270345013,1.809873783,1.397869995
1,5,28,164.0368638,64.31847806,84.71609971,0.90143905,0.920588155,1.066082461,1.052578565,127.840205,79.15372195,190.4609819,141.349296,51.9914691,110.6985849,14.59555826,1.10608172,1.033270506,27.47363596,25.2847549,43.29712659,1.981002664,0.54896297,0.382248615,0.144888273,1.569011329,2.779060656,1.499534812,2.136402879,1.650067265
1,5,29,164.7715812,65.06994185,84.86656759,0.8979182,0.883165627,1.058253672,1.055043363,125.317366,77.98324661,187.6861518,143.7254582,49.70096037,109.7699426,14.56631596,1.072680722,1.018263789,26.7237297,25.6105698,43.32171437,1.827954454,0.523621894,0.363566749,0.158688182,0.768346788,1.36090944,0.734324052,1.046199132,0.80803998
1,5,30,164.2142327,64.16538205,84.22158163,0.856871421,0.892028023,1.057355402,1.048117045,126.5165537,78.22737418,183.2597578,142.239615,51.0899181,104.6586748,14.58416873,1.093168177,1.005319196,26.40171104,25.72079972,39.58519944,1.921992379,0.541267877,0.37612461,0.131313406,0.808485303,1.432003488,0.772685215,1.100852681,0.850252071
1,5,31,164.3008198,63.78909468,84.36515677,0.821375116,0.847275312,1.084157071,1.100301015,126.9211337,77.58791209,191.9531915,132.553256,51.42281403,114.32508,14.44883428,1.089193448,0.993263097,28.4550822,25.69844629,39.94641543,1.918899083,0.554373258,0.584076012,0.129031057,0.660158439,1.16928432,0.630926331,0.898887321,0.694262565
1,5,41,164.1385574,64.64774697,85.00808699,0.902856195,0.893536947,1.049241109,1.044433844,127.2070455,77.80441142,190.2212783,141.9438496,51.55211917,111.142967,14.69751504,1.10089602,1.015101679,26.86206473,25.4229051,42.93610076,1.936412683,0.553269705,0.276015533,0.135309973,6.94959343,12.30924298,6.641862356,9.462730538,7.308613017
1,5,42,163.6714314,65.04462955,85.32984842,0.868897673,0.927096797,1.050153544,1.043304435,127.9959916,77.80125325,184.8971078,138.7022798,50.30428357,107.2751406,14.75829297,1.112270414,1.071523762,28.36179646,26.761562,45.80984151,1.894322653,0.515382671,0.230150601,0.14309468,0.79251511,1.4037168,0.75742219,1.07910729,0.83345685
1,5,43,163.6533916,63.73901767,84.96726291,0.877658218,0.898756317,1.055805994,1.052142991,126.6556616,78.16458383,190.2719767,144.9607524,51.86442074,110.272512,14.69768389,1.094119496,1.005246919,27.24348413,25.59954948,41.89067672,1.876138339,0.491858506,0.306169621,0.131869469,0.817809383,1.448518464,0.781596421,1.113548569,0.860057838
